indice_1,indice_2,codigo_1,codigo_2,establecimiento_1,establecimiento_2,direccion_1,direccion_2,telefono_1,telefono_2,similitud_nombre,similitud_direccion,telefono_igual,campos_diferentes,decision,justificacion
4291,4292,05-13-0067-46,05-13-0068-46,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,LOTE 120 A CALLE PANAMÁ,LOTE 120 A CALLE PANAMÁ,55103092,55103092,100.0,100.0,True,"DISTRITO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4293,4294,05-13-0069-46,05-13-0070-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4293,4302,05-13-0069-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4293,4322,05-13-0069-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4294,4302,05-13-0070-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4294,4322,05-13-0070-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4301,4309,05-13-0078-46,05-13-0094-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,LOTE 38 A CALLE HONDURAS,"LOTE 38 ""A"" CALLE CENTRAL",32922401,32922401,100.0,77.55,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4302,4322,05-13-0079-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,"LOTE NO. 100, CALLE PANAMÁ","LOTE NO. 100, CALLE PANAMÁ",78828062,78828062,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4310,4333,05-13-0097-46,05-13-2547-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""","CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE","CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE",39590729,39590729,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4332,4334,05-13-2546-46,05-13-2791-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""","CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE","CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE",39590729,39590729,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4340,4341,05-14-0037-46,05-14-0041-46,"COLEGIO CRISTIANO ""EMANUEL""","COLEGIO CRISTIANO ""EMANUEL""",0 CALLE 1RA. AVENIDA LOTE NO. 06 COLONIA VINICIO CEREZO ARÉVALO,3A CALLE Y 1A AVENIDA LOTE 6 COLONIA VINICIO CEREZO ARÉVALO,58269606,58266906,100.0,90.74,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4352,4354,01-01-0019-46,01-01-0023-46,LICEO ROMANO AMERICANO,LICEO ROMANO AMERICANO,6A. CALLE 2-12 ZONA 1,6A. CALLE 2-12 ZONA 1,22382256,22533522,100.0,100.0,False,"DISTRITO, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4426,4427,01-03-0119-46,01-03-0120-46,LICEO COMERCIAL ENTRE VALLES,LICEO COMERCIAL ENTRE VALLES,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTÓN EL MATAZANO, ZONA 4","8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTÓN EL MATAZANO, ZONA 4",35244494,35244494,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4429,4430,01-03-0124-46,01-03-0125-46,COLEGIO BILINGÜE INTEGRIDAD ( INTEGRITY ),COLEGIO BILINGÜE INTEGRIDAD ( INTEGRITY ),"KM.16.5 CARRETERA A SAN JOSÉ PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA","KM.16.5 CARRETERA A SAN JOSÉ PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA",66371400,66371400,100.0,100.0,True,"DISTRITO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4433,4434,01-03-0129-46,01-03-0130-46,"CENTRO EDUCATIVO "" EL PROGRESO""","CENTRO EDUCATIVO "" EL PROGRESO""",5A. CALLE 2-50 ZONA 2 GUATEMALA,5A. CALLE 2-50 ZONA 2,66348335,66348335,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4433,4435,01-03-0129-46,01-03-0132-46,"CENTRO EDUCATIVO "" EL PROGRESO""","CENTRO EDUCATIVO "" EL PROGRESO """,5A. CALLE 2-50 ZONA 2 GUATEMALA,5A. CALLE 2-50 ZONA 2 GUATEMALA,66348335,66348335,98.36,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4434,4435,01-03-0130-46,01-03-0132-46,"CENTRO EDUCATIVO "" EL PROGRESO""","CENTRO EDUCATIVO "" EL PROGRESO """,5A. CALLE 2-50 ZONA 2,5A. CALLE 2-50 ZONA 2 GUATEMALA,66348335,66348335,98.36,100.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4479,4484,01-04-0017-46,01-04-0028-46,"COLEGIO ""ALFA Y OMEGA""","COLEGIO ""ALFA Y OMEGA""",MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,51805661,51805661,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4487,4488,01-04-0033-46,01-04-0034-46,COLEGIO BALAM,COLEGIO BALAM,"BOULEVARD PLAN DEL RODEO, LOTE 100,","BOULEVARD PLAN DEL RODEO, LOTE 100",46819123,46819123,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4489,4491,01-04-0035-46,01-04-0038-46,COLEGIO BALAM,COLEGIO BALAM,"BOULEVARD PLAN DEL RODEO, LOTE 100,","BOULEVARD PLAN DEL RODEO, LOTE 100",46819123,46819123,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4506,4507,01-05-0100-46,01-05-0102-46,COLEGIO GUATEMALTECO TIKAL NO. 2,COLEGIO GUATEMALTECO TIKAL NO. 2,3A. CALLE 4-112 CANTÓN AGUA TIBIA,"3A. CALLE 4-112, CANTÓN AGUA TIBIA",37278044,37278044,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4509,4511,01-05-0107-46,01-05-0109-46,COLEGIO GUATEMALTECO TIKAL NO. 2,COLEGIO GUATEMALTECO TIKAL NO. 2,"3ERA. CALLE 4-112, CANTÓN AGUA TIBIA","3ERA. CALLE 4-112, CANTÓN AGUA TIBIA",37278044,37278044,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4526,4527,01-05-8549-46,01-05-8550-46,LICEO INTEGRAL PALENCIANO,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,51604540,51604540,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4528,4529,01-05-8604-46,01-05-8606-46,LICEO INTEGRAL PALENCIANO,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,51604540,51604540,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4535,4536,01-06-0017-46,01-06-0020-46,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH,22868034,22868034,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4541,4552,01-06-0049-46,01-06-0082-46,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO OSORIO,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO,ALDEA EL DURAZNO CASERIO LA LAGUNETA,"ALDEA EL DURAZNO, CASERIO LA LAGUNETA",57528053,47528053,100.0,100.0,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4549,4550,01-06-0074-46,01-06-0075-46,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1,24837931,,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4599,4600,01-06-9582-46,01-06-9583-46,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,SECTOR 2 NO.99 SAN JULIAN,SECTOR 2 NO.99 SAN JULIAN,22865788,22866067,100.0,100.0,False,"DISTRITO, TELEFONO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4606,4607,01-07-0031-46,01-07-0034-46,"COLEGIO MIXTO ""EL ARTE DE APRENDER""","COLEGIO MIXTO ""EL ARTE DE APRENDER""","MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARIA I, LAGUNILLA.","MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARA I LAGUNILLA",32189403,32189403,100.0,99.17,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4679,4680,01-08-0236-46,01-08-0237-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,5A AVENIDA 2-24 ZONA 1,5A AVENIDA 2-24 ZONA 1,34503564,37265952,100.0,100.0,False,"DISTRITO, TELEFONO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4683,5125,01-08-0251-46,01-08-8639-46,COLEGIO VALLE DEL QUETZAL II,COLEGIO VALLE DEL QUETZAL II,BOULEVARD LO DE BRAN II ZONA 6 ALDEA LO DE BRAN II,BOULEVARD LO DE BRAN II 56-62 ZONA 6,24366687,55100661,100.0,90.91,False,"DIRECCION, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4703,4704,01-08-0346-46,01-08-0348-46,ACADEMIA COMERCIAL E INSTITUTO LOURDES,ACADEMIA COMERCIAL E INSTITUTO LOURDES,"5A. AVENIDA 6-51 ""A"" ZONA 1","5A. AVENIDA 6-51 ""A"" ZONA 1",55184534,24385066,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4706,4707,01-08-0357-46,01-08-0359-46,COLEGIO DE INFORMÁTICA JUSTO RUFINO BAUTISTA,COLEGIO DE INFORMÁTICA JUSTO RUFINO BAUTISTA,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO MIXCO,24362485,66717402,100.0,100.0,False,"DISTRITO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4726,4727,01-08-0437-46,01-08-0439-46,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT","3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT",51008683,51008683,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4738,4819,01-08-0470-46,01-08-0760-46,LICEO SANTANDER,LICEO SANTANDER,8A. AV. 00-62 Z. 1 MIXCO,8A. AVENIDA 0-62 ZONA 1,59193216,59193216,100.0,69.77,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4751,5024,01-08-0533-46,01-08-7155-46,COLEGIO PRACBIL,COLEGIO PRACBIL,9A. AVENIDA 5-15 ZONA 1,9A. AVENIDA 5-15 ZONA 1,24344227,24344227,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4766,4767,01-08-0575-46,01-08-0576-46,LICEO TECNICO INTERAMERICANO,LICEO TECNICO INTERAMERICANO,4A. CALLE 4-39 C ZONA 1,4A. CALLE 4-39 C ZONA 1,51254491,51254491,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4768,4769,01-08-0579-46,01-08-0580-46,CENTRO EDUCATIVO PAULO NEVES FREIRE,CENTRO EDUCATIVO PAULO NEVES FREIRE,9A. AVENIDA 5-15 ZONA 1,9A. AVENIDA 5-15 ZONA 1,24344227,24344227,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4773,4777,01-08-0597-46,01-08-0605-46,CENTRO EDUCATIVO SANTANDER DE MIXCO,CENTRO EDUCATIVO SANTANDER DE MIXCO,8A. AVENIDA 0-62 ZONA 1 MIXCO,8A. AVENIDA 0-62 ZONA 1,59193216,59193216,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4786,4787,01-08-0637-46,01-08-0638-46,INSTITUTO TECNOLÓGICO DOCTOR THEO BLOEM,INSTITUTO TECNOLÓGICO DOCTOR THEO BLOEM,"BOULEVARD PRINCIPAL 72-70 SACOJ GRANDE, ZONA 6 MIXCO","BOULEVARD PRINCIPAL 72-70 SACOJ GRANDE, ZONA 6",35738792,24849751,100.0,100.0,False,"DISTRITO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4794,4795,01-08-0659-46,01-08-0660-46,LICEO TÉCNICO INTERAMERICANO,LICEO TÉCNICO INTERAMERICANO,4A. CALLE 4-39 C ZONA 1,4A. CALLE 4-39 C ZONA 1,24335021,24335021,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4800,4801,01-08-0707-46,01-08-0709-46,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,"KM. 19.5 CARRETERA ROOSEVELT 7-55, LO DE COY ZONA 1","KM. 19.5 CARRETERA ROOSEVELT 7-55, LO DE COY ZONA 1",23271111,23271111,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4803,4810,01-08-0719-46,01-08-0735-46,COLEGIO NAKBÉ,COLEGIO NAKBÉ,"KM 15 CARRETERA ROOSEVELT, SUPER CENTRO MOLINO, LOCAL 118 ZONA 2 MIXCO","KM 15 CARRETERA ROOSEVELT, SUPER CENTRO MOLINO, LOCAL 118 ZONA 2 MIXCO",33410013,33410013,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4807,4808,01-08-0730-46,01-08-0731-46,COLEGIO VIRTUAL E-LEARNING FOR LIFE,COLEGIO VIRTUAL E-LEARNING FOR LIFE,"6A. AVENIDA A, 0-42 ZONA 2","6A. AVENIDA A, 0-42 ZONA 2, COLONIA EL TESORO",23084800,23084800,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4811,4812,01-08-0737-46,01-08-0739-46,"LICEO TECNOLÓGICO DE GUATEMALA ""ELOHIM""","LICEO TECNOLÓGICO DE GUATEMALA ""ELOHIM""","6TA. AVENIDA ""A"" 6-17, ZONA 9 DE MIXCO, COLONIA SATÉLITE","6TA. AVENIDA ""A"" 6-17, ZONA 9 DE MIXCO, COLONIA SATÉLITE",56244615,56244615,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4815,5042,01-08-0745-46,01-08-7481-46,"LICEO MIXTO BILINGÜE ""MILENIO AMERICANO""",LICEO MIXTO BILINGUE 'MILENIO AMERICANO',"3A. CALLE 5-37 ZONA 3, COLONIA NUEVA MONTSERRAT","3A. CALLE 5-37 ZONA 3, COLONIA NUEVA MONSERRAT",24310466,24333617,95.0,98.88,False,"DISTRITO, ESTABLECIMIENTO, DIRECCION, TELEFONO, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4817,4818,01-08-0755-46,01-08-0756-46,ISEA ROOSEVELT,ISEA ROOSEVELT,"14 AVENIDA 0-22 ZONA 2, COLONA URBANIZACIÓN GONZALEZ","14 AVENIDA 0-22 ZONA 2, COLONIA URBANIZACIÓN GONZALEZ",22323194,22323194,100.0,99.03,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4914,4955,01-08-1004-46,01-08-1726-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3 J. N.,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3,"10A. AVENIDA Y 10A. CALLE ZONA 3, COLONIA NUEVA MONTSERRAT",10 AVE. Y 10 CALLE COLONIA NUEVA MONTSERRAT ZONA 3,41326504,41326504,100.0,94.85,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4915,4916,01-08-1011-46,01-08-1012-46,CENTRO EDUCATIVO EL PODEROSO DE ISRAEL,CENTRO EDUCATIVO EL PODEROSO DE ISRAEL,6A. AV. 7-91 JARDINES DE MINERVA 2 ZONA 11 DE MIXCO,"6A. AV. 7-91 JARDINES DE MINERVA 2, ZONA 11 DE MIXCO MIXCO",56456153,56456153,100.0,100.0,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4931,5158,01-08-1053-46,01-08-9356-46,COLEGIO EL SAGRADO CORAZÓN,"COLEGIO DE SEÑORITAS ""EL SAGRADO CORAZON EL NARANJO""","BOULEVARD GRAN VÍA NORTE 3-400 ZONA 4 DE MIXCO, CONDADO EL NARANJO","BOULEVARD GRAN VIA NORTE 3-400, EL NARANJO, ZONA 4 MIXCO",24185656,24185656,100.0,100.0,True,"ESTABLECIMIENTO, DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4942,4944,01-08-1079-46,01-08-1081-46,LICEO LOMAS DE SACOJ,LICEO LOMAS DE SACOJ,"68 CALLE ""A"" 13-96 SACOJ CHIQUITO ZONA 6","68 CALLE ""A"" 13-96 SACOJ CHIQUITO ZONA 6",47190534,47190555,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
4990,5056,01-08-3029-46,01-08-7676-46,COLEGIO MIXTO JUSTO RUFINO BARRIOS JV (PLAN SABATINO),COLEGIO MIXTO JUSTO RUFINO BARRIOS,6 AVE B 14-40 ZONA 5 COL. PRIMERO DE JULIO,6A. AVE. B 14-40 COLONIA 1O. DE JULIO ZONA 5,24359865,24359865,100.0,82.93,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
